familia,modo_color,formato,tipo_papel,papel,gramaje,cantidad_rango,caras,precio_pdf_objetivo_sin_iva,fuente_pdf_pagina
Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,A3 115g,115g,1001 a 5000,1/1,559.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,A3 90g,90g,1001 a 5000,1/0,320.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,A3 90g,90g,1001 a 5000,1/1,493.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,A3 80g,80g,1001 a 5000,1/0,308.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,A3 80g,80g,1001 a 5000,1/1,493.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,1,1/0,0.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,1,1/0,0.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,2 a 50,1/0,724.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,2 a 50,1/1,1158.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,2 a 50,1/0,808.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,2 a 50,1/1,1292.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,2 a 50,1/0,731.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,2 a 50,1/1,1170.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 50,1/0,610.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 50,1/1,975.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,51 a 100,1/0,683.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,51 a 100,1/1,1093.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,51 a 100,1/0,763.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,51 a 100,1/1,1220.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,51 a 100,1/0,691.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,51 a 100,1/1,1105.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,1/0,576.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,1/1,921.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,101 a 500,1/0,643.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,101 a 500,1/1,1029.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,101 a 500,1/0,718.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,101 a 500,1/1,1149.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,101 a 500,1/0,650.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,101 a 500,1/1,1040.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 500,1/0,542.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 500,1/1,867.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,501 a 1000,1/0,603.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,501 a 1000,1/1,965.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,501 a 1000,1/0,673.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,501 a 1000,1/1,1077.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,501 a 1000,1/0,609.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,501 a 1000,1/1,975.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,1/0,508.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,1/1,813.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,1001 a 5000,1/0,563.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 350g,350g,1001 a 5000,1/1,901.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,1001 a 5000,1/0,628.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 300g,300g,1001 a 5000,1/1,1005.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,1001 a 5000,1/0,569.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex 200g,200g,1001 a 5000,1/1,910.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/0,474.0,6
Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/1,758.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,1,1/1,0.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,1,1/1,0.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,2 a 50,1/0,317.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,2 a 50,1/1,399.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,2 a 50,1/0,317.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,2 a 50,1/1,399.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,2 a 50,1/0,291.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,2 a 50,1/1,373.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 50,1/0,250.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 50,1/1,332.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,51 a 100,1/0,299.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,51 a 100,1/1,377.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,51 a 100,1/0,299.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,51 a 100,1/1,377.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,51 a 100,1/0,275.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,51 a 100,1/1,352.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,1/0,236.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,1/1,314.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,101 a 500,1/0,282.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,101 a 500,1/1,355.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,101 a 500,1/0,281.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,101 a 500,1/1,354.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,101 a 500,1/0,259.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,101 a 500,1/1,332.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 500,1/0,222.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 500,1/1,295.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,501 a 1000,1/0,264.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,501 a 1000,1/1,333.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,501 a 1000,1/0,264.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,501 a 1000,1/1,332.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,501 a 1000,1/0,242.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,501 a 1000,1/1,311.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,1/0,208.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,1/1,277.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,1001 a 5000,1/0,246.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 350g,350g,1001 a 5000,1/1,310.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,1001 a 5000,1/0,246.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 300g,300g,1001 a 5000,1/1,310.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,1001 a 5000,1/0,226.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,Triplex 200g,200g,1001 a 5000,1/1,290.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/0,194.0,6
Bajadas Blanco y Negro,blanco_y_negro,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/1,258.0,6
